id	categories	canonical	display	expected	target	status	path_id
Skeleton Mage	Monsters	Skeleton Mage	Skeleton Mage Card	骷髅法师卡片	骷髅法师卡片	covered	82711
SkeletonMastery	SkillPassives	Skeleton Mastery	Skeleton Mastery	骷髅精通	骷髅精通	covered	85188
Skull Emblem	Cosmetics,Equips	Skull Emblem	Skull Emblem	颅骨徽章	颅骨徽章	covered	83715
Skull Lord Totem	Cosmetics,Equips	Skull Lord Totem	Skull Lord Totem	骷髅领主图腾	骷髅领主图腾	covered	83716
Skull Pendant	Cosmetics,Equips	Skull Pendant	Skull Pendant	颅骨吊坠	颅骨吊坠	covered	83523
Skullhacker	Cosmetics,Equips	Skullhacker	Skullhacker	裂颅者	裂颅者	covered	84138
Sky Raider Hat	Cosmetics,Equips	Sky Raider Hat	Sky Raider Hat	天际掠夺者帽	天际掠夺者帽	covered	83933
Skybreaker Staff	Cosmetics,Equips	Skybreaker Staff	Skybreaker Staff	破天法杖	破天法杖	covered	84139
Skywing Mask	Cosmetics,Equips	Skywing Mask	Skywing Mask	天翼面具	天翼面具	covered	83934
Slime	Cosmetics,Monsters	Blob Pet | Slime	Slime	史莱姆	史莱姆	covered	85072
Slime	Cosmetics,Monsters	Blob Pet | Slime	Slime Card	史莱姆卡片	史莱姆卡片	covered	82715
Slime	Cosmetics,Monsters	Blob Pet | Slime	Slime Pet	软泥宠物	软泥宠物	covered	83344
Slime Jelly	Monsters	Jellooze	Jellooze	胶冻怪	胶冻怪	covered	85070
Slime Jelly	Monsters	Jellooze	Jellooze Card	胶冻怪卡片	胶冻怪卡片	covered	82713
Slime Monster	Monsters	Oozelord	Oozelord	软泥领主	软泥领主	covered	85071
Slime Monster	Monsters	Oozelord	Oozelord Card	软泥领主卡片	软泥领主卡片	covered	82714
Slingshot	Cosmetics,Equips	Slingshot	Slingshot	弹弓	弹弓	covered	84140
Slow	Statuses	Slow	Slow	减速	减速	covered	85620
SlowImmunity	Statuses	Slow Immunity	Slow Immunity	减速免疫	减速免疫	covered	85621
SlowTrap	Skills	Slow Trap	Slow Trap	慢速陷阱	慢速陷阱	covered	85409
Smite	Skills	Smite	Smite	惩击	惩击	covered	85410
Smite Gem	Gems	Smite Gem	Smite Gem	惩击宝石	惩击宝石	covered	84282
SmokeScreen	Skills,Statuses	Smoke Screen	Smoke Screen	烟幕	烟幕	covered	85411
SmokeScreenAlly	Skills	Smoke Screen (Ally)	Smoke Screen	烟幕	烟幕	covered	85412
Snake	Cosmetics,Monsters	Viper | Viper Pet	Viper	毒蛇	毒蛇	covered	85074
Snake	Cosmetics,Monsters	Viper | Viper Pet	Viper Card	毒蛇卡片	毒蛇卡片	covered	82717
Snake	Cosmetics,Monsters	Viper | Viper Pet	Viper Pet	毒蛇宠物	毒蛇宠物	covered	83345
Snake Naga	Monsters	Naga	Naga	娜迦	娜迦	covered	85073
Snake Naga	Monsters	Naga	Naga Card	娜迦卡片	娜迦卡片	covered	82716
Snake Naga	Monsters	Naga	Snake Naga	娜迦	娜迦	covered	85681
Snakehead	Junks	Snakehead	Snakehead	黑鱼	黑鱼	covered	84541
Snakelet	Monsters	Adder	Adder	蝰蛇	蝰蛇	covered	85075
Snakelet	Monsters	Adder	Adder Card	蝰蛇卡片	蝰蛇卡片	covered	82718
Sniper Rifle	Cosmetics,Equips	Sniper Rifle	Sniper Rifle	狙击步枪	狙击步枪	covered	84141
SniperNest	Skills,Statuses	Sniper Nest | Sniper's Nest	Sniper Nest	狙击阵地	狙击阵地	covered	85623
SniperNest	Skills,Statuses	Sniper Nest | Sniper's Nest	Sniper's Nest	狙击阵地	狙击阵地	covered	85413
SniperShot	Skills	Sniper Shot	Sniper Shot	狙击射击	狙击射击	covered	85414
SniperShot Gem	Gems	Sniper Shot Gem	Sniper Shot Gem	狙击射击宝石	狙击射击宝石	covered	84283
Snout Robot	Monsters	Snout Robot	Snout Robot	长吻机器人	长吻机器人	covered	85076
Snout Robot	Monsters	Snout Robot	Snout Robot Card	长吻机器人卡片	长吻机器人卡片	covered	82719
Snow Bomb	Monsters	Snowball	Snowball	雪球	雪球	covered	85077
Snow Bomb	Monsters	Snowball	Snowball Card	雪球卡片	雪球卡片	covered	82720
Snowbun Earmuffs	Cosmetics,Equips	Snowbun Earmuffs	Snowbun Earmuffs	雪兔耳罩	雪兔耳罩	covered	83935
Snowman Head	Cosmetics,Equips	Snowman Head	Snowman Head	雪人头	雪人头	covered	83936
Solar Relic	Cosmetics,Equips	Solar Relic	Solar Relic	日曜圣物	日曜圣物	covered	83718
Solar Spear	Cosmetics,Equips	Solar Spear	Solar Spear	日曜长矛	日曜长矛	covered	84142
Solaris Blade	Cosmetics,Equips	Solaris Blade	Solaris Blade	索拉里斯之刃	索拉里斯之刃	covered	84143
Soldalite	Junks	Sodalite	Soldalite	方钠石	方钠石	covered	84543
Soldalite Piece	Junks	Sodalite Piece	Soldalite Piece	方钠石片	方钠石片	covered	84542
Soldier Robot	Monsters	Soldier Robot	Soldier Robot	士兵机器人	士兵机器人	covered	85078
Soldier Robot	Monsters	Soldier Robot	Soldier Robot Card	士兵机器人卡片	士兵机器人卡片	covered	82721
Sonic Shoes	Cosmetics,Equips	Sonic Shoes	Sonic Shoes	音速鞋	音速鞋	covered	83638
Soul	Monsters	Soul	Soul	灵魂	灵魂	covered	85080
Soul	Monsters	Soul	Soul Card	灵魂卡片	灵魂卡片	covered	82723
Soul Mage	Monsters	Soul Mage	Soul Mage	灵魂法师	灵魂法师	covered	85079
Soul Mage	Monsters	Soul Mage	Soul Mage Card	灵魂法师卡片	灵魂法师卡片	covered	82722
Soul Reaper Scythe	Cosmetics,Equips	Blight Reaver	Blight Reaver	枯萎掠夺者	枯萎掠夺者	covered	84144
SoulbinderChest	Cosmetics,Equips	Soulforged Chest	Soulbinder Chest	铸魂胸甲	铸魂胸甲	covered	83639
SoulbinderFeet	Cosmetics,Equips	Soulforged Shoes	Soulbinder Shoes	铸魂鞋	铸魂鞋	covered	83640
SoulbinderLegs	Cosmetics,Equips	Soulforged Legs	Soulbinder Legs	铸魂护腿	铸魂护腿	covered	83641
SoulDrain	Skills,Statuses	Soul Drain	Soul Drain	灵魂汲取	灵魂汲取	covered	85415
SoulDrainEnemy	Skills,Statuses	Soul Drain (Enemy)	Soul Drain Enemy	灵魂汲取（敌方）	灵魂汲取（敌方）	covered	85416
SoulStrike	Skills	Soul Strike	Soul Strike	灵魂打击	灵魂打击	covered	85417
SoulStrike Gem	Gems	Soul Strike Gem	Soul Strike Gem	灵魂打击宝石	灵魂打击宝石	covered	84284
SpearMastery	SkillPassives	Spear Mastery	Spear Mastery	长矛精通	长矛精通	covered	85189
SpearQuicken	Skills,Statuses	Precision Focus	Spear Quicken	精准专注	精准专注	covered	85418
SpearSlice	Skills	Air Cutter	Air Cutter	裂空斩	裂空斩	covered	85419
SpearSlice Gem	Gems	Air Cutter Gem	Air Cutter Gem	裂空斩宝石	裂空斩宝石	covered	84285
SpearStab	Skills	Impale	Impale	刺穿	刺穿	covered	85420
SpearStab Gem	Gems	Impale Gem	Impale Gem	刺穿宝石	刺穿宝石	covered	84286
SpearThrust	Skills	Piercing Flurry	Piercing Flurry	穿刺连击	穿刺连击	covered	85421
SpearThrust Gem	Gems	Piercing Flurry Gem	Piercing Flurry Gem	穿刺连击宝石	穿刺连击宝石	covered	84287
SpellShield	Skills,Statuses	Arcanum Ward	Arcanum Ward	秘法结界	秘法结界	covered	85422
Spider	Monsters	Spider	Spider	蜘蛛	蜘蛛	covered	85085
Spider	Monsters	Spider	Spider Card	蜘蛛卡片	蜘蛛卡片	covered	82728
Spider King	Monsters	Arachne	Arachne	阿拉克涅	阿拉克涅	covered	85081
Spider King	Monsters	Arachne	Arachne Card	阿拉克涅卡片	阿拉克涅卡片	covered	82724
Spider Queen Robot	Monsters	Suphara	Spider Queen Robot	苏帕拉	苏帕拉	covered	85682
Spider Queen Robot	Monsters	Suphara	Suphara	苏帕拉	苏帕拉	covered	85082
Spider Queen Robot	Monsters	Suphara	Suphara Card	苏帕拉卡片	苏帕拉卡片	covered	82725
Spider Robot	Monsters	Spider Robot	Spider Robot	蜘蛛机器人	蜘蛛机器人	covered	85083
Spider Robot	Monsters	Spider Robot	Spider Robot Card	蜘蛛机器人卡片	蜘蛛机器人卡片	covered	82726
Spider Toxin	Cosmetics,Monsters	Venomweaver Pet | Widow	Widow	黑寡妇	黑寡妇	covered	85084
Spider Toxin	Cosmetics,Monsters	Venomweaver Pet | Widow	Widow Card	黑寡妇卡片	黑寡妇卡片	covered	82727
Spider Toxin	Cosmetics,Monsters	Venomweaver Pet | Widow	Widow Pet	毒织蛛宠物	毒织蛛宠物	covered	83346
Spider Web	Junks	Spider Web	Spider Web	蜘蛛网	蜘蛛网	covered	84545
Spiderling Robot	Cosmetics,Monsters	S.U. Threadling Pet | Spiderling Robot	Spiderling Robot	幼蛛机器人	幼蛛机器人	covered	85086
Spiderling Robot	Cosmetics,Monsters	S.U. Threadling Pet | Spiderling Robot	Spiderling Robot Card	幼蛛机器人卡片	幼蛛机器人卡片	covered	82729
Spiderling Robot	Cosmetics,Monsters	S.U. Threadling Pet | Spiderling Robot	Spiderling Robot Pet	S.U. 幼蛛单元宠物	S.U. 幼蛛单元宠物	covered	83347
Spike	Monsters	Hermit	Hermit	隐士	隐士	covered	85088
Spike	Monsters	Hermit	Hermit Card	隐士卡片	隐士卡片	covered	82731
Spike Robot	Monsters	Spike Robot	Spike Robot	尖刺机器人	尖刺机器人	covered	85087
Spike Robot	Monsters	Spike Robot	Spike Robot Card	尖刺机器人卡片	尖刺机器人卡片	covered	82730
Spiked Club	Cosmetics,Equips	Spiked Club	Spiked Club	狼牙棒	狼牙棒	covered	84145
Spiked Familiar	Cosmetics,Equips	Shardling Familiar	Spiked Familiar	碎晶魔宠	碎晶魔宠	covered	83719
Spiked Helm	Cosmetics,Equips	Blackthorn Helm	Spiked Helm	黑棘头盔	黑棘头盔	covered	83937
Spikesteel Helm	Cosmetics,Equips	Spikesteel Helm	Spikesteel Helm	尖刺钢头盔	尖刺钢头盔	covered	83938
Spined Aegis	Cosmetics,Equips	Spined Aegis	Spined Aegis	棘刺圣盾	棘刺圣盾	covered	83720
Spineshard	Cosmetics,Equips	Spineshard	Spineshard	棘刺碎刃	棘刺碎刃	covered	84146
Spinning	Statuses	Spinning	Spinning	旋转	旋转	covered	85628
Spirit Familiar	Cosmetics,Equips	Spirit Familiar	Spirit Familiar	灵魂魔宠	灵魂魔宠	covered	83987
Spirit Ward	Cosmetics,Equips	Spirit Ward	Spirit Ward	灵魂守护	灵魂守护	covered	83988
SpiritBond	Statuses	Spirit Bond	Spirit Bond	灵魂羁绊	灵魂羁绊	covered	85629
Splendidus	Junks	Splendidus	Splendidus	斯普伦迪杜斯	斯普伦迪杜斯	covered	84546
Spook	Monsters	Spook	Spook	游魂	游魂	covered	85089
Spook	Monsters	Spook	Spook Card	游魂卡片	游魂卡片	covered	82732
Spooky Spell Hat	Cosmetics,Equips	Spooky Spell Hat	Spooky Spell Hat	幽灵咒帽	幽灵咒帽	covered	83939
Spore	Cosmetics,Monsters	Duskcap Pet | Spore	Spore	孢子	孢子	covered	85090
Spore	Cosmetics,Monsters	Duskcap Pet | Spore	Spore Card	孢子卡片	孢子卡片	covered	82733
Spore	Cosmetics,Monsters	Duskcap Pet | Spore	Spore Pet	暮帽宠物	暮帽宠物	covered	83348
Springram Horns	Cosmetics,Equips	Springram Horns	Springram Horns	春日羊角	春日羊角	covered	83940
Sprout	Cosmetics,Monsters	Sprig Pet | Sprout	Sprout	萌芽	萌芽	covered	85091
Sprout	Cosmetics,Monsters	Sprig Pet | Sprout	Sprout Card	萌芽卡片	萌芽卡片	covered	82734
Sprout	Cosmetics,Monsters	Sprig Pet | Sprout	Sprout Pet	小枝宠物	小枝宠物	covered	83349
Squid	Junks	Squid	Squid	鱿鱼	鱿鱼	covered	84547
Squid Baby	Cosmetics,Monsters	Inky Pet | Squidling	Squidling	幼鱿鱼	幼鱿鱼	covered	85092
Squid Baby	Cosmetics,Monsters	Inky Pet | Squidling	Squidling Card	幼鱿鱼卡片	幼鱿鱼卡片	covered	82735
Squid Baby	Cosmetics,Monsters	Inky Pet | Squidling	Squidling Pet	墨色宠物	墨色宠物	covered	83350
Stability	Statuses	Stability	Stability	稳固	稳固	covered	85630
Staff of Eternis	Cosmetics,Equips	Staff of Eternis	Staff of Eternis	永恒之杖	永恒之杖	covered	84147
Stagger	Statuses	Stagger	Stagger	失衡	失衡	covered	85631
Stall_Oriental	Cosmetics	Oriental Vending Stall	Oriental Vending Stall	东方风格售货摊	东方风格售货摊	covered	83358
Stall_SpiritValer	Cosmetics	Spirit Valer Vending Stall	Spirit Valer Vending Stall	灵谷勇士售货摊	灵谷勇士售货摊	covered	83359
Stamina	Statuses	Stamina	Stamina	耐力	耐力	covered	85632
Star	Cosmetics,Equips	Golden Star	Star	金星	金星	covered	83721
Starbound Hat	Cosmetics,Equips	Starbound Hat	Starbound Hat	星缚帽	星缚帽	covered	83941
Starshine Glasses	Cosmetics,Equips	Starshine Glasses	Starshine Glasses	星光眼镜	星光眼镜	covered	83942
StatusRecovery	Skills	Status Recovery	Status Recovery	状态恢复	状态恢复	covered	85423
SteadyHands	SkillPassives	Steady Hands	Steady Hands	稳定之手	稳定之手	covered	85190
Stiletto	Cosmetics,Equips	Stiletto	Stiletto	细刃匕首	细刃匕首	covered	84148
Sting	Monsters	Vespa	Sting	胡蜂	胡蜂	covered	85683
Sting	Monsters	Vespa	Vespa	胡蜂	胡蜂	covered	85093
Sting	Monsters	Vespa	Vespa Card	胡蜂卡片	胡蜂卡片	covered	82736
Stinger Robot	Monsters	Stormstinger	Stormstinger	风暴毒刺	风暴毒刺	covered	85094
Stinger Robot	Monsters	Stormstinger	Stormstinger Card	风暴毒刺卡片	风暴毒刺卡片	covered	82737
Stingray	Junks	Stingray	Stingray	黄貂鱼	黄貂鱼	covered	84548
Stomp	Skills	Stomp	Stomp	践踏	践踏	covered	85424
Stomp Gem	Gems	Stomp Gem	Stomp Gem	践踏宝石	践踏宝石	covered	84289
Stone	Junks	Stone	Stone	岩石	岩石	covered	84549
Stonebound Boots	Cosmetics,Equips	Stonebound Boots	Stonebound Boots	石缚长靴	石缚长靴	covered	83642
Stoneguard	Cosmetics,Equips	Stoneguard	Stoneguard	石守卫	石守卫	covered	83643
Stonepoint Spear	Cosmetics,Equips	Stonepoint Spear	Stonepoint Spear	石尖矛	石尖矛	covered	84149
Stormburst Crossbow	Cosmetics,Equips	Stormburst Crossbow	Stormburst Crossbow	风暴爆裂弩	风暴爆裂弩	covered	84150
Stormcall Kunai	Cosmetics,Equips	Stormcall Kunai	Stormcall Kunai	风暴召唤苦无	风暴召唤苦无	covered	84151
Stormcaller Totem	Cosmetics,Equips	Stormcaller Totem	Stormcaller Totem	风暴召唤者图腾	风暴召唤者图腾	covered	83722
Stormfeather Kunai	Cosmetics,Equips	Stormfeather Kunai	Stormfeather Kunai	暴羽苦无	暴羽苦无	covered	84152
Stormpiercer	Cosmetics,Equips	Stormpiercer	Stormpiercer	风暴穿甲者	风暴穿甲者	covered	84153
StormplateChest	Cosmetics,Equips	Stormplate Chest	Stormplate Chest	风暴胸甲	风暴胸甲	covered	83644
StormplateFeet	Cosmetics,Equips	Stormplate Shoes	Stormplate Shoes	风暴战靴	风暴战靴	covered	83645
StormplateLegs	Cosmetics,Equips	Stormplate Legs	Stormplate Legs	风暴护腿	风暴护腿	covered	83646
StrafingVolley	Skills	Strafing Volley	Strafing Volley	扫射齐射	扫射齐射	covered	85425
StrafingVolley Gem	Gems	Strafing Volley Gem	Strafing Volley Gem	扫射齐射宝石	扫射齐射宝石	covered	84290
Straw Hat	Cosmetics,Equips	Wanderer's Straw Hat	Straw Hat	草帽	草帽	covered	83943
Strawberry	Junks	Strawberry	Strawberry	草莓	草莓	covered	84550
Stun	Statuses	Stun	Stun	眩晕	眩晕	covered	85633
StunImmunity	Statuses	Stun Immunity	Stun Immunity	眩晕免疫	眩晕免疫	covered	85634
Sturgeon	Junks	Sturgeon	Sturgeon	鲟鱼	鲟鱼	covered	84551
Stylish Shades	Cosmetics,Equips	Stylish Shades	Stylish Shades	时尚墨镜	时尚墨镜	covered	83944
Stylist	Archetypes,NPCs	Stylist	Stylist	造型师	造型师	covered	85151
Sugar Cane	Junks	Sugar Cane	Sugar Cane	甘蔗	甘蔗	covered	84552
SummonAbomination	Skills	Summon Blightbeast	Summon Abomination	召唤疫病兽	召唤疫病兽	covered	85426
SummonAngel	Skills	Summon Angel	Summon Angel	召唤天使	召唤天使	covered	85427
SummonAttack	Skills	Summon Command	Summon Command	召唤命令	召唤命令	covered	85428
SummonCactus	Skills	Summon Cactus	Summon Cactus	召唤仙人掌	召唤仙人掌	covered	85429
SummonCat	Skills	Summon Cat	Summon Cat	召唤猫	召唤猫	covered	85430
SummonDeathMage	Skills	Summon Death	Summon Death Mage	召唤死灵法师	召唤死灵法师	covered	85431
Summoner	Archetypes,Artifacts	Spirit Pact | Summoner	Spirit Pact	灵魂契约	灵魂契约	covered	82445
Summoner	Archetypes,Artifacts	Spirit Pact | Summoner	Summoner	召唤师	召唤师	covered	82403
Summoner_1	Cosmetics,Equips,SkillPassives	Alpha Surge	Alpha Surge	兽群激涌	兽群激涌	covered	84656
Summoner_2	Cosmetics,Equips,SkillPassives	Hexwell Current	Hexwell Current	咒泉涌流	咒泉涌流	covered	84657
Summoner_3	Cosmetics,Equips,SkillPassives	Banishment Well	Banishment Well	放逐涌泉	放逐涌泉	covered	84658
Summoner_4	Cosmetics,Equips,SkillPassives	Resonant Wind	Resonant Wind	共鸣疾风	共鸣疾风	covered	84659
Summoner_5	Cosmetics,Equips,SkillPassives	Blessed Resonance	Blessed Resonance	祝福共鸣	祝福共鸣	covered	84660
Summoner_6	Cosmetics,Equips,SkillPassives	Soul Chains	Soul Chains	灵魂锁链	灵魂锁链	covered	84661
SummonMastery	SkillPassives	Summon Mastery	Summon Mastery	召唤精通	召唤精通	covered	85191
SummonMount	Skills	Summon Mount	Summon Mount	召唤坐骑	召唤坐骑	covered	85432
SummonReanimation	Skills	Summon Reanimation	Summon Reanimation	召唤亡者英魂	召唤亡者英魂	covered	85433
SummonRecall	Skills	Summon Recall	Summon Recall	召回召唤物	召回召唤物	covered	85434
SummonSkeleton	Skills	Summon Bonekin	Summon Skeleton	召唤骸骨战士	召唤骸骨战士	covered	85435
SummonSkeletonMage	Skills	Summon Bonecaster	Summon Skeleton Mage	召唤骸骨法师	召唤骸骨法师	covered	85436
SummonSpeed	Statuses	Summon Speed	Summon Speed	召唤物加速	召唤物加速	covered	85635
SummonSwap	Skills	Summon Swap	Summon Swap	切换召唤物	切换召唤物	covered	85437
SummonWolf	Skills	Summon Wolf	Summon Wolf	召唤狼	召唤狼	covered	85438
SummonWraith	Skills	Summon Reaper	Summon Wraith	召唤收割者	召唤收割者	covered	85439
Sun Blossom	Monsters	Nymph	Nymph	花仙	花仙	covered	85095
Sun Blossom	Monsters	Nymph	Nymph Card	花仙卡片	花仙卡片	covered	82738
Sun Disc	Cosmetics,Equips	Shining Sun Shield	Sun Disc	耀阳之盾	耀阳之盾	covered	83723
Sun Emblem	Cosmetics,Equips	Sun Emblem	Sun Emblem	太阳徽章	太阳徽章	covered	83989
Sun Emblem Helm	Cosmetics,Equips	Hero's Helm	Sun Emblem Helm	英雄头盔	英雄头盔	covered	83945
Sun Lion Crest	Cosmetics,Equips	Sun Lion Crest	Sun Lion Crest	太阳狮冠	太阳狮冠	covered	83990
Sunbound Mitts	Cosmetics,Equips	Sunbound Mitts	Sunbound Mitts	阳光手套	阳光手套	covered	83524
Suncrest Mace	Cosmetics,Equips	Suncrest Mace	Suncrest Mace	日冠钉锤	日冠钉锤	covered	84154
Sunflare	Cosmetics,Equips	Sunflare	Sunflare	太阳耀斑	太阳耀斑	covered	84155
Sunflora Pixie	Monsters	Lady Fey	Lady Fey	妖精夫人	妖精夫人	covered	85096
Sunflora Pixie	Monsters	Lady Fey	Lady Fey Card	妖精夫人卡片	妖精夫人卡片	covered	82739
Sunflora Pixie	Monsters	Lady Fey	Sunflora Pixie	妖精夫人	妖精夫人	covered	85684
Sunflower Clip	Cosmetics,Equips	Sunflower Clip	Sunflower Clip	向日葵发夹	向日葵发夹	covered	83525
Sunflower Fairy	Cosmetics,Monsters	Sylvie | Sylvie Pet	Sylvie	西尔维	西尔维	covered	85097
Sunflower Fairy	Cosmetics,Monsters	Sylvie | Sylvie Pet	Sylvie Card	西尔维卡片	西尔维卡片	covered	82740
Sunflower Fairy	Cosmetics,Monsters	Sylvie | Sylvie Pet	Sylvie Pet	希尔薇宠物	希尔薇宠物	covered	83351
Sunglasses	Cosmetics,Equips	Sunglasses	Sunglasses	太阳镜	太阳镜	covered	83946
Sunset Shutters	Cosmetics,Equips	Cogwheel Goggles	Sunset Shutters	齿轮护目镜	齿轮护目镜	covered	83947
SuppressiveShot	Skills	Suppressive Shot	Suppressive Shot	压制射击	压制射击	covered	85440
SuppressiveShot Gem	Gems	Suppressive Shot Gem	Suppressive Shot Gem	压制射击宝石	压制射击宝石	covered	84291
Swamp Eels	Junks	Swamp Eels	Swamp Eels	沼泽鳗鱼	沼泽鳗鱼	covered	84553
Swampy Hat	Cosmetics,Equips	Swampy Hat	Swampy Hat	沼泽帽子	沼泽帽子	covered	83948
Swift Fang	Cosmetics,Equips	Serpent Fang	Serpent Fang	巨蛇獠牙	巨蛇獠牙	covered	84156
Sword	Cosmetics,Equips	Sword	Sword	剑	剑	covered	84157
Tadpole	Junks	Tadpole	Tadpole	蝌蚪	蝌蚪	covered	84554
Tanker Robot	Monsters	Tanker Robot	Tanker Robot	重装机器人	重装机器人	covered	85098
Tanker Robot	Monsters	Tanker Robot	Tanker Robot Card	重装机器人卡片	重装机器人卡片	covered	82741
Tar	Junks	Tar	Tar	焦油	焦油	covered	84555
Target Dummy	Monsters	Bullseye	Bullseye	靶心	靶心	covered	85099
Taunt	Skills,Statuses	Taunt	Taunt	嘲讽	嘲讽	covered	85441
Tea Container	Junks	Tea Container	Tea Container	茶叶罐	茶叶罐	covered	84556
Teapot Spirit	Cosmetics,Equips	Teapot Spirit	Teapot Spirit	茶壶精灵	茶壶精灵	covered	83724
Tech Robot	Monsters	Tech Robot	Tech Robot	科技机器人	科技机器人	covered	85100
Tech Robot	Monsters	Tech Robot	Tech Robot Card	科技机器人卡片	科技机器人卡片	covered	82742
Teff	Junks	Teff	Teff	苔麸	苔麸	covered	84557
Tempest	Skills	Tempest	Tempest	风暴	风暴	covered	85442
Tempest Gem	Gems	Tempest Gem	Tempest Gem	风暴宝石	风暴宝石	covered	84292
Tempest Robes	Cosmetics,Equips	Tempest Robes	Tempest Robes	风暴长袍	风暴长袍	covered	83647
Tempest Staff	Cosmetics,Equips	Tempest Staff	Tempest Staff	风暴法杖	风暴法杖	covered	84158
TempestEngine	Statuses	Tempest Engine	Tempest Engine	风暴引擎	风暴引擎	covered	85637
Tentacles Robot	Monsters	Stormcoil	Stormcoil	风暴线圈	风暴线圈	covered	85101
Tentacles Robot	Monsters	Stormcoil	Stormcoil Card	风暴线圈卡片	风暴线圈卡片	covered	82743
Termite	Junks	Termite	Termite	白蚁	白蚁	covered	84559
Termite Soldier	Junks	Termite Soldier	Termite Soldier	白蚁士兵	白蚁士兵	covered	84558
TetraVortex	Skills	Elemental Overload	Elemental Overload	元素过载	元素过载	covered	85443
TetraVortex Gem	Gems	Elemental Overload Gem	Elemental Overload Gem	元素过载宝石	元素过载宝石	covered	84293
TetraVortexEarth	Skills	Overload Earth	Overload Earth	大地过载	大地过载	covered	85444
TetraVortexFire	Skills	Overload Fire	Overload Fire	火焰过载	火焰过载	covered	85445
TetraVortexWater	Skills	Overload Ice	Overload Ice	冰霜过载	冰霜过载	covered	85446
TetraVortexWind	Skills	Overload Wind	Overload Wind	疾风过载	疾风过载	covered	85447
Thief Mask	Cosmetics,Equips	Thief Mask	Thief Mask	小偷面具	小偷面具	covered	83949
ThiefChest	Cosmetics,Equips	Ashwalker Chest	Ashwalker Chest	灰烬行者胸甲	灰烬行者胸甲	covered	83648
ThiefFeet	Cosmetics,Equips	Ashwalker Shoes	Ashwalker Shoes	灰烬行者鞋	灰烬行者鞋	covered	83649
ThiefLegs	Cosmetics,Equips	Ashwalker Legs	Ashwalker Legs	灰烬行者护腿	灰烬行者护腿	covered	83650
Thorium	Junks	Thorium	Thorium	瑟银	瑟银	covered	84561
Thorium Piece	Junks	Thorium Piece	Thorium Piece	瑟银碎片	瑟银碎片	covered	84560
Thunderbolt	Skills	Thunderbolt	Thunderbolt	霹雳	霹雳	covered	85450
Thunderbolt Gem	Gems	Thunderbolt Gem	Thunderbolt Gem	霹雳宝石	霹雳宝石	covered	84296
Thundercoil	Cosmetics,Equips	Thundercoil	Thundercoil	雷霆线圈	雷霆线圈	covered	84160
ThunderField	Skills	Static Field	Static Field	静电场	静电场	covered	85448
ThunderStorm	Skills	Thunder Storm	Thunder Storm	雷暴	雷暴	covered	85449
ThunderStorm Gem	Gems	Thunder Storm Gem	Thunder Storm Gem	雷暴宝石	雷暴宝石	covered	84295
Tiger Eye	Junks	Tiger Eye	Tiger Eye	虎眼石	虎眼石	covered	84563
Tiger Eye Piece	Junks	Tiger Eye Piece	Tiger Eye Piece	虎眼石碎片	虎眼石碎片	covered	84562
Tiger Hat	Cosmetics,Equips	Tiger Hat	Tiger Hat	虎帽	虎帽	covered	83950
Time Device	Junks	Time Device	Time Device	时间装置	时间装置	covered	84564
Timekeeper	NPCs	Timekeeper	Timekeeper	时序官	时序官	covered	85152
Tin	Junks	Tin	Tin	锡	锡	covered	84566
Tin Piece	Junks	Tin Piece	Tin Piece	锡片	锡片	covered	84565
Tinker Goggles	Cosmetics,Equips	Tinker Goggles	Tinker Goggles	修补匠护目镜	修补匠护目镜	covered	83951
Tinker Mask	Cosmetics,Equips	Tinker Mask	Tinker Mask	修补匠面具	修补匠面具	covered	83952
Titan Turtle Sci Blue	Monsters	Hydro Turtle	Hydro Turtle	水灵龟	水灵龟	covered	85102
Titan Turtle Sci Blue	Monsters	Hydro Turtle	Hydro Turtle Card	水灵龟卡片	水灵龟卡片	covered	82744
Titan Turtle Sci Green	Monsters	Solar Turtle	Solar Turtle	日曜龟	日曜龟	covered	85103
Titan Turtle Sci Green	Monsters	Solar Turtle	Solar Turtle Card	日曜龟卡片	日曜龟卡片	covered	82745
Titan Turtle Sci Pink	Monsters	Storm Turtle	Storm Turtle	风暴龟	风暴龟	covered	85104
Titan Turtle Sci Pink	Monsters	Storm Turtle	Storm Turtle Card	风暴龟卡片	风暴龟卡片	covered	82746
Title_Backer	Cosmetics	Backer	Backer	支持者	支持者	covered	83360
Title_Duo	Cosmetics	Duo	Duo	二重奏	二重奏	covered	83362
Title_EarlyBird	Cosmetics	Early Bird	Early Bird	早鸟	早鸟	covered	83363
Title_Founder	Cosmetics	Founder	Founder	创始人	创始人	covered	83364
Title_MountDesigner	Cosmetics	Mount Designer	Mount Designer	坐骑设计师	坐骑设计师	covered	83367
Title_NPCDesigner	Cosmetics	NPC Designer	NPC Designer	NPC设计师	NPC设计师	covered	83368
Title_PetDesigner	Cosmetics	Pet Designer	Pet Designer	宠物设计师	宠物设计师	covered	83369
Title_SpiritValer	Cosmetics	SpiritValer	SpiritValer	灵谷勇士	灵谷勇士	covered	83372
Title_UltimateFounder	Cosmetics	Ultimate Founder	Ultimate Founder	终极创始人	终极创始人	covered	83373
Title_WeaponDesigner	Cosmetics	Weapon Designer	Weapon Designer	武器设计师	武器设计师	covered	83374
Toadstool	Monsters	Toadstool	Toadstool	毒菌	毒菌	covered	85105
